"","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1203","3","Gerry Brisson","1937-09-03","2013-01-16","75","1963","1963","RW","4","0","2","2","1","4","","","","","",""
"1204","4","Shawn Burr","1966-07-01","2013-08-05","47","1985","2000","LW/C","878","181","259","440","119","1069","","","","","",""
"1205","5","Don Campbell","1925-07-12","2012-12-20","87","1944","1944","LW","17","1","3","4","","6","","","","","",""
"1206","6","Bo Elik","1929-10-17","2013-05-02","83","1963","1963","LW","3","0","0","0","-2","0","","","","","",""
"1207","7","Bill Ezinicki","1924-03-11","2012-10-11","88","1945","1955","RW","368","79","105","184","","707","","","","","",""
"1208","8","Armand Gaudreault","1921-07-14","2013-07-02","91","1945","1945","LW","45","15","9","24","","27","","","","","",""
"1209","9","Jean Gauthier","1937-04-29","2013-02-20","75","1961","1970","D","166","6","29","35","4","150","","","","","",""
"1210","10","Murray Henderson","1921-09-05","2013-01-04","91","1945","1952","D","405","24","62","86","","305","","","","","",""
"1211","11","Tony Licari","1921-04-09","2013-07-04","92","1947","1947","RW","9","0","1","1","","0","","","","","",""
"1212","12","Pentti Lund","1925-12-06","2013-04-16","87","1949","1953","RW","259","44","55","99","","42","","","","","",""
"1213","13","Jeff McDill","1956-03-16","2012-11-03","56","1977","1977","RW","1","0","0","0","0","0","","","","","",""
"1214","14","Mike McMahon","1941-08-30","2013-04-29","71","1964","1972","D","224","15","68","83","-39","169","","","","","",""
"1215","15","Rick Shinske","1955-05-31","2012-10-23","57","1977","1979","C","63","5","16","21","-19","10","","","","","",""
"1216","16","Gord Strate","1935-05-28","2012-09-05","77","1957","1959","D","62","0","0","0","","34","","","","","",""
"1217","17","Bob Stumpf","1953-04-25","2013-02-17","59","1975","1975","RW/D","10","1","1","2","-2","20","","","","","",""
"1218","1","Keith Allen","1923-08-21","2014-02-04","90","1954","1955","D","28","0","4","4","","6","","","","","",""
"1219","2","Joe Bell","1923-11-27","2014-02-17","90","1943","1947","LW","62","8","9","17","","18","","","","","",""
"1220","3","Connie Broden","1932-04-06","2013-11-23","81","1956","1958","C","6","2","1","3","","2","","","","","",""
"1221","4","Leo Gravelle","1925-06-10","2013-10-30","88","1947","1951","RW","223","44","34","78","","38","","","","","",""
"1222","5","Lionel Heinrich","1934-04-20","2014-04-21","80","1956","1956","LW","35","1","1","2","","33","","","","","",""
"1223","6","Greg Hubick","1951-11-12","2013-12-04","62","1976","1980","D","77","6","9","15","-1","10","","","","","",""
"1224","7","Doug Jarrett","1944-04-22","2014-02-10","69","1965","1977","D","775","38","182","220","136","631","","","","","",""
"1225","8","Joe Junkin","1946-09-08","2014-01-11","67","1969","1969","G","1","0","0","0","0","0","1","0","0","0","1.000","0.00"
"1226","9","Edgar Laprade","1919-10-10","2014-04-28","94","1946","1955","C","500","108","172","280","","42","","","","","",""
"1227","10","Ross Lonsberry","1947-02-07","2014-04-04","67","1967","1981","LW","968","256","310","566","83","806","","","","","",""
"1228","11","Brian Marchinko","1948-08-02","2014-05-12","65","1971","1974","C","47","2","6","8","-10","0","","","","","",""
"1229","12","Rick McCann","1944-05-27","2013-09-03","69","1968","1975","C","42","1","4","5","-8","6","","","","","",""
"1230","13","Jim Mikol","1938-06-11","2014-03-15","75","1963","1965","LW/D","34","1","4","5","-11","8","","","","","",""
"1231","14","Bill Mitchell","1930-02-22","2014-04-01","84","1964","1964","D","1","0","0","0","0","0","","","","","",""
"1232","15","Doug Mohns","1933-12-13","2014-02-07","80","1954","1975","LW/D","1391","248","462","710","-96","1261","","","","","",""
"1233","16","Ron Murphy","1933-04-10","2014-03-06","80","1953","1970","LW","889","205","274","479","16","456","","","","","",""
"1234","17","Ralph Nattrass","1925-05-26","2014-04-30","88","1947","1950","D","223","18","38","56","","308","","","","","",""
"1235","18","Metro Prystai","1927-11-07","2013-10-08","85","1948","1958","C","675","151","179","330","","229","","","","","",""
"1236","19","Rip Riopelle","1922-01-30","2013-09-22","91","1948","1950","LW","169","27","16","43","","71","","","","","",""
"1237","20","Chuck Scherza","1923-02-15","2014-03-16","91","1944","1945","LW/C","36","6","6","12","","35","","","","","",""
"1238","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1239","21","Reg Sinclair","1925-03-06","2013-11-14","88","1951","1953","RW/C","208","49","43","92","","139","","","","","",""
"1240","22","Glen Skov","1931-01-26","2013-09-10","82","1950","1961","C/LW","650","106","136","242","-6","411","","","","","",""
"1241","23","Barry Smith","1955-04-25","2013-09-07","58","1976","1981","C","114","7","7","14","-18","10","","","","","",""
"1242","24","Allan Stanley","1926-03-01","2013-10-18","87","1949","1969","D","1244","100","333","433","117","792","","","","","",""
"1243","25","Jack Stoddard","1926-09-26","2014-01-29","87","1952","1953","RW","80","16","15","31","","31","","","","","",""
"1244","26","Guy Trottier","1941-04-01","2014-06-19","73","1969","1972","RW","115","28","17","45","-23","37","","","","","",""
"1245","27","Carol Vadnais","1945-09-25","2014-08-31","68","1967","1983","D","1087","169","418","587","-63","1811","","","","","",""
"1246","28","Don Ward","1935-10-19","2014-01-06","78","1958","1960","D","34","0","1","1","-1","18","","","","","",""
"1247","29","Larry Zeidel","1928-06-01","2014-06-17","86","1952","1969","D","158","3","16","19","9","198","","","","","",""
"1248","1","Al Arbour","1932-11-01","2015-08-28","82","1954","1971","D","626","12","58","70","62","611","","","","","",""
"1249","2","Frank Bathgate","1930-02-14","2015-02-21","85","1953","1953","C","2","0","0","0","","2","","","","","",""
"1250","3","Jean BÃ©liveau","1931-08-31","2014-12-02","83","1951","1971","C","1125","507","712","1219","117","1033","","","","","",""
"1251","4","Cummy Burton","1936-05-12","2015-08-24","79","1956","1959","RW","42","0","2","2","","19","","","","","",""
"1252","5","Ray Ceresino","1929-04-24","2015-05-01","86","1949","1949","RW","12","1","1","2","","2","","","","","",""
"1253","6","Connie Dion","1918-08-11","2014-11-07","96","1944","1945","G","38","0","0","0","","0","38","23","11","4","","3.13"
"1254","7","Marc Dufour","1941-09-11","2015-01-23","73","1964","1969","RW","14","1","0","1","-6","2","","","","","",""
"1255","8","Bob Fillion","1921-07-12","2015-08-13","94","1944","1950","LW","327","42","61","103","","84","","","","","",""
"1256","9","Germain Gagnon","1942-12-09","2014-10-26","71","1972","1976","LW","259","40","101","141","-19","72","","","","","",""
"1257","10","Andre Gill","1941-09-19","2014-12-02","73","1968","1968","G","5","0","0","0","0","0","5","3","1","0",".903","2.89"
"1258","11","Jean-Paul Gladu","1921-06-20","2015-02-01","93","1945","1945","LW","40","6","14","20","","2","","","","","",""
"1259","12","Wally Hergesheimer","1927-01-08","2014-09-27","87","1952","1959","RW","351","114","85","199","","106","","","","","",""
"1260","13","Vic Howe","1929-11-02","2015-01-31","85","1951","1955","RW","33","3","4","7","","10","","","","","",""
"1261","14","Dave Hoyda","1957-05-20","2015-02-08","57","1978","1981","LW","132","6","17","23","-7","299","","","","","",""
"1262","15","Jack Jackson","1925-05-03","2015-08-08","90","1947","1947","D","48","2","5","7","","38","","","","","",""
"1263","16","Earl Johnson","1931-06-28","2015-02-07","83","1954","1954","LW","1","0","0","0","","0","","","","","",""
"1264","17","Ed Kachur","1934-04-22","2014-12-16","80","1957","1958","RW","96","10","14","24","","35","","","","","",""
"1265","18","Valeri Karpov","1971-08-05","2014-10-10","43","1995","1997","RW","76","14","15","29","-7","32","","","","","",""
"1266","19","Elmer Lach","1918-01-22","2015-04-04","97","1941","1954","C","664","215","408","623","","478","","","","","",""
"1267","20","John Mahaffy","1919-07-18","2015-05-02","95","1943","1944","C","37","11","25","36","","4","","","","","",""
"1268","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1269","21","Chico Maki","1939-08-17","2015-08-25","76","1962","1976","RW","841","143","293","436","144","345","","","","","",""
"1270","22","Milan Marcetta","1936-09-19","2014-09-18","77","1968","1969","C","54","7","15","22","-14","12","","","","","",""
"1271","23","Mark Marquess","1925-03-26","2015-01-19","89","1947","1947","RW","27","5","4","9","","6","","","","","",""
"1272","24","Seth Martin","1933-05-04","2014-09-06","81","1968","1968","G","30","0","1","1","0","0","30","9","10","7",".914","2.60"
"1273","25","Don McLeod","1946-08-24","2015-03-11","68","1971","1972","G","18","0","0","0","0","0","18","3","10","1",".856","5.06"
"1274","26","Steve Montador","1979-12-21","2015-02-15","35","2002","2012","D","571","33","98","131","31","807","","","","","",""
"1275","27","Gus Mortson","1925-01-24","2015-08-08","90","1947","1959","D","797","46","152","198","","1378","","","","","",""
"1276","28","Murray Oliver","1937-11-14","2014-11-23","77","1958","1975","C","1127","274","454","728","-169","315","","","","","",""
"1277","29","J.P. Parise","1941-12-11","2015-01-07","73","1966","1979","LW","890","238","356","594","-39","706","","","","","",""
"1278","30","Greg Parks","1967-03-25","2015-06-16","48","1991","1993","C","23","1","2","3","0","6","","","","","",""
"1279","31","Daniel Poulin","1957-09-19","2015-01-02","57","1982","1982","D","3","1","1","2","1","2","","","","","",""
"1280","32","Marcel Pronovost","1930-06-15","2015-04-26","84","1951","1970","D","1206","88","257","345","39","847","","","","","",""
"1281","33","Pat Quinn","1943-01-29","2014-11-23","71","1969","1977","D","606","18","113","131","-6","952","","","","","",""
"1282","34","Mark Reeds","1960-01-24","2015-04-14","55","1982","1989","RW","365","45","114","159","-5","135","","","","","",""
"1283","35","Leo Reise","1922-06-07","2015-07-26","93","1946","1954","D","494","28","81","109","","397","","","","","",""
"1284","36","Doug Rombough","1950-07-08","2015-06-20","64","1973","1976","C","150","24","27","51","8","80","","","","","",""
"1285","37","Len Ronson","1936-07-08","2014-09-29","78","1961","1969","LW","18","2","1","3","-6","10","","","","","",""
"1286","38","Bob Solinger","1925-12-23","2014-12-10","88","1952","1960","W","99","10","11","21","0","19","","","","","",""
"1287","39","Dollard St. Laurent","1929-05-12","2015-04-06","85","1951","1962","D","652","29","133","162","15","500","","","","","",""
"1288","40","Wally Stanowski","1919-04-28","2015-06-28","96","1940","1951","D","428","23","88","111","","160","","","","","",""
"1289","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1290","41","Al Suomi","1913-10-29","2014-09-23","100","1937","1937","LW","5","0","0","0","","0","","","","","",""
"1291","42","Gilles Tremblay","1938-12-17","2014-11-26","75","1961","1969","LW","509","168","162","330","129","164","","","","","",""
"1292","43","Denis Tsygurov","1971-02-26","2015-01-10","43","1994","1996","D","51","1","5","6","-4","45","","","","","",""
"1293","1","Dale Anderson","1932-03-05","2015-12-06","83","1957","1957","D","13","0","0","0","","6","","","","","",""
"1294","2","Ed Barry","1919-10-12","2016-02-12","96","1947","1947","LW","19","1","3","4","","2","","","","","",""
"1295","3","Andy Bathgate","1932-08-28","2016-02-26","83","1953","1971","RW","1069","349","624","973","-60","624","","","","","",""
"1296","4","Ken Broderick","1942-02-16","2016-03-13","74","1970","1975","G","27","0","1","1","0","2","27","11","12","1",".891","3.04"
"1297","5","Don Caley","1945-10-09","2016-01-16","70","1968","1968","G","1","0","0","0","0","0","1","0","0","0",".864","6.00"
"1298","6","Norm Defelice","1933-01-19","2015-09-27","82","1957","1957","G","10","0","0","0","","2","10","3","5","2",".894","3.00"
"1299","7","Todd Ewen","1966-03-22","2015-09-19","49","1987","1997","RW","518","36","40","76","-9","1914","","","","","",""
"1300","8","Rick Foley","1945-09-22","2015-09-29","70","1971","1974","D","67","11","26","37","-21","180","","","","","",""
"1301","9","Lou Fontinato","1932-01-20","2016-07-03","84","1955","1963","D","536","26","78","104","59","1248","","","","","",""
"1302","10","Bill Gadsby","1927-08-08","2016-03-10","88","1947","1966","D","1248","130","438","568","-62","1539","","","","","",""
"1303","11","Aldo Guidolin","1932-06-06","2015-11-08","83","1953","1956","RW/D","182","9","15","24","","117","","","","","",""
"1304","12","Charlie Hodge","1933-07-28","2016-04-16","82","1955","1971","G","358","0","0","0","0","10","358","153","130","62",".906","2.70"
"1305","13","Gordie Howe","1928-03-31","2016-06-10","88","1947","1980","RW","1767","801","1049","1850","160","1685","","","","","",""
"1306","14","Steve Hrymnak","1926-03-03","2015-11-23","89","1952","1952","D","18","2","1","3","","4","","","","","",""
"1307","15","Norm Johnson","1932-11-27","2016-03-22","83","1958","1959","C","61","5","20","25","","41","","","","","",""
"1308","16","Francis Kane","1923-01-19","2016-03-29","93","1944","1944","D","2","0","0","0","","0","","","","","",""
"1309","17","Tom Lysiak","1953-04-22","2016-05-30","63","1974","1986","C","919","292","551","843","-11","567","","","","","",""
"1310","18","Fleming MacKell","1929-04-30","2015-10-19","86","1948","1960","C","666","149","220","369","-10","565","","","","","",""
"1311","19","Rick MacLeish","1950-01-03","2016-05-30","66","1971","1984","C","846","349","410","759","154","434","","","","","",""
"1312","20","Gilles Mayer","1930-08-24","2015-09-29","85","1950","1956","G","9","0","0","0","","0","9","2","6","1",".873","2.67"
"1313","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1314","21","Ted McCaskill","1936-10-29","2016-03-03","79","1968","1968","C","4","0","2","2","-2","0","","","","","",""
"1315","22","Rudy Migay","1928-11-18","2016-01-16","87","1950","1960","C","417","59","92","151","0","293","","","","","",""
"1316","23","Dickie Moore","1931-01-06","2015-12-19","84","1952","1968","LW","719","261","346","607","63","646","","","","","",""
"1317","24","Bert Olmstead","1926-09-04","2015-11-16","89","1949","1962","LW","848","181","421","602","-1","887","","","","","",""
"1318","25","Bill Plager","1945-07-06","2016-01-03","70","1968","1976","D","263","4","34","38","-62","294","","","","","",""
"1319","26","Dennis Riggin","1936-04-11","2016-04-02","79","1960","1963","G","18","0","0","0","","0","18","7","9","2",".886","3.19"
"1320","27","Jimmy Roberts","1940-04-09","2015-10-23","75","1964","1978","D/RW","1006","126","194","320","136","623","","","","","",""
"1321","28","Jim Ross","1926-05-20","2016-01-01","89","1952","1953","D","62","2","11","13","","29","","","","","",""
"1322","29","Glen Sonmor","1929-04-22","2015-12-14","86","1954","1955","LW","28","2","0","2","","21","","","","","",""
"1323","30","Rik Wilson","1962-06-17","2016-01-22","53","1982","1988","D","251","25","65","90","0","220","","","","","",""
"1324","1","Ken Baird","1951-02-01","2016-12-18","65","1972","1972","D","10","0","2","2","-10","15","","","","","",""
"1325","2","Bob Blackburn","1938-02-01","2016-10-24","78","1969","1971","D","135","8","12","20","-12","105","","","","","",""
"1326","3","Ken Breitenbach","1955-01-09","2017-04-28","62","1976","1979","D","68","1","13","14","7","49","","","","","",""
"1327","4","Mike Buchanan","1932-03-01","2017-01-03","84","1952","1952","D","1","0","0","0","","0","","","","","",""
"1328","5","Dave Creighton","1930-06-24","2017-08-18","87","1949","1960","C","616","140","174","314","-3","221","","","","","",""
"1329","6","Bob Dailey","1953-05-03","2016-09-07","63","1974","1982","D","561","94","231","325","62","814","","","","","",""
"1330","7","Bill Dineen","1932-09-18","2016-12-10","84","1954","1958","RW","323","51","44","95","","120","","","","","",""
"1331","8","Gary Doak","1946-02-25","2017-03-25","71","1966","1981","D","790","23","107","130","124","908","","","","","",""
"1332","9","Gilles Dube","1927-06-02","2016-09-29","89","1950","1950","LW","12","1","2","3","","2","","","","","",""
"1333","10","Richie Dunn","1957-05-12","2016-09-20","59","1978","1989","D","483","36","140","176","10","314","","","","","",""
"1334","11","Ed Dyck","1950-10-29","2017-01-18","66","1972","1974","G","49","0","0","0","0","0","49","8","28","5",".859","4.36"
"1335","12","Garry Edmundson","1932-05-06","2016-09-20","84","1952","1961","LW","43","4","6","10","1","49","","","","","",""
"1336","13","David Gove","1978-05-04","2017-04-05","38","2006","2007","C/RW","2","0","1","1","2","0","","","","","",""
"1337","14","Matti Hagman","1955-09-21","2016-10-11","61","1977","1982","C","237","56","89","145","21","36","","","","","",""
"1338","15","Duke Harris","1942-02-25","2017-08-02","75","1968","1968","RW","26","1","4","5","-14","4","","","","","",""
"1339","16","Brent Imlach","1946-11-16","2017-03","","1966","1967","F","3","0","0","0","0","0","","","","","",""
"1340","17","Don Johns","1937-12-13","2017-07-08","79","1961","1968","D","153","2","21","23","-16","74","","","","","",""
"1341","18","Bob Kabel","1934-11-11","2016-11-12","82","1960","1961","C","47","5","13","18","0","32","","","","","",""
"1342","19","George Konik","1937-05-04","2016-10-21","79","1968","1968","D/LW","52","7","8","15","-9","26","","","","","",""
"1343","20","Sasha Lakovic","1971-09-07","2017-04-25","45","1997","1999","RW","37","0","4","4","-1","118","","","","","",""
"1344","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1345","21","Parker MacDonald","1933-06-14","2017-08-17","84","1953","1969","C","676","144","179","323","-56","251","","","","","",""
"1346","22","Bob McCord","1934-03-30","2016-10-21","82","1964","1973","D","316","10","58","68","-82","257","","","","","",""
"1347","23","John McCormack","1925-08-02","2017-02-22","91","1948","1955","C","311","25","49","74","","35","","","","","",""
"1348","24","Sergei Mylnikov","1958-10-06","2017-06-20","58","1990","1990","G","10","0","0","0","0","0","10","1","7","2",".857","4.97"
"1349","25","Marcel Pelletier","1927-12-06","2017-05-13","89","1951","1963","G","8","0","0","0","","2","8","1","6","0",".900","4.72"
"1350","26","Bob Ring","1946-10-06","2017-06-22","70","1966","1966","G","1","0","0","0","","0","1","0","0","0",".810","7.24"
"1351","27","Guy Rousseau","1934-12-21","2016-11-23","81","1955","1957","LW","4","0","1","1","","2","","","","","",""
"1352","28","Milt Schmidt","1918-03-05","2017-01-04","98","1937","1955","C/D","776","229","346","575","","466","","","","","",""
"1353","29","Danny Schock","1948-12-30","2017-06-16","68","1971","1971","LW","20","1","2","3","0","0","","","","","",""
"1354","30","Dave Semenko","1957-07-12","2017-06-29","59","1980","1988","LW","575","65","88","153","5","1175","","","","","",""
"1355","31","Ilkka Sinisalo","1958-07-10","2017-04-05","58","1982","1992","RW","582","204","223","427","126","208","","","","","",""
"1356","32","Tod Sloan","1927-11-30","2017-07-12","89","1948","1961","C/RW","744","220","262","482","12","842","","","","","",""
"1357","33","Bob Stewart","1950-11-10","2017-02-03","66","1972","1980","D","575","27","101","128","-257","809","","","","","",""
"1358","34","Bill Sutherland","1934-11-10","2017-04-09","82","1968","1972","C","250","70","58","128","6","99","","","","","",""
"1359","35","Marek SvatoÅ¡","1982-06-17","2016-11-05","34","2004","2011","RW","344","100","72","172","-4","217","","","","","",""
"1360","36","Kenny Wharram","1933-07-02","2017-01-10","83","1952","1969","RW/C","766","252","281","533","167","220","","","","","",""
"1361","37","Bill White","1939-08-26","2017-05-21","77","1968","1976","D","604","50","215","265","159","495","","","","","",""
"1362","38","Benny Woit","1928-01-07","2016-12-07","88","1951","1957","RW/D","334","7","26","33","","170","","","","","",""
"1363","1","Michel Archambault","1950-09-27","2018-05-23","67","1977","1977","LW","3","0","0","0","-3","0","","","","","",""
"1364","2","Ron Attwell","1935-02-09","2017-12-04","82","1968","1968","RW","22","1","7","8","-10","8","","","","","",""
"1365","3","Earl Balfour","1933-01-04","2018-04-27","85","1952","1961","LW","288","30","22","52","1","78","","","","","",""
"1366","4","Ray Barry","1928-10-04","2018-08-28","89","1952","1952","C","18","1","2","3","","6","","","","","",""
"1367","5","Ron Boehm","1943-08-14","2017-12-08","74","1968","1968","LW","16","2","1","3","-5","10","","","","","",""
"1368","6","Mike Boland","1954-10-29","2017-10-08","62","1975","1979","D","23","1","2","3","5","29","","","","","",""
"1369","7","Jack Borotsik","1949-11-26","2018-06-08","68","1975","1975","C","1","0","0","0","0","0","","","","","",""
"1370","8","Johnny Bower","1924-11-08","2017-12-26","93","1954","1970","G","552","0","3","3","0","36","552","250","192","90",".922","2.51"
"1371","9","Hugh Currie","1925-10-22","2017-11-21","92","1951","1951","D","1","0","0","0","","0","","","","","",""
"1372","10","Jacques Deslauriers","1928-09-03","2018-02-17","89","1956","1956","D","2","0","0","0","","0","","","","","",""
"1373","11","Edward Diachuk","1936-08-16","2017-12-26","81","1961","1961","LW","12","0","0","0","-4","17","","","","","",""
"1374","12","Darryl Edestrand","1945-11-06","2017-10-08","71","1968","1979","D","455","34","90","124","8","404","","","","","",""
"1375","13","Ray Emery","1982-09-28","2018-07-15","35","2003","2015","G","287","0","4","4","0","79","287","145","86","28",".906","2.70"
"1376","14","Dunc Fisher","1927-08-30","2017-09-22","90","1949","1959","RW","274","45","70","115","","104","","","","","",""
"1377","15","Dick Gamble","1928-11-16","2018-03-22","89","1951","1967","LW","195","41","41","82","0","66","","","","","",""
"1378","16","Bob Girard","1949-04-12","2017-11-05","68","1976","1980","LW","305","45","69","114","-53","140","","","","","",""
"1379","17","Jim Hay","1931-05-15","2018-05-17","87","1953","1955","D","75","1","5","6","","22","","","","","",""
"1380","18","Cec Hoekstra","1935-04-02","2018-01-14","82","1960","1960","C","4","0","0","0","0","0","","","","","",""
"1381","19","Ken Houston","1953-09-15","2018-03-11","64","1976","1984","RW","570","161","167","328","-5","624","","","","","",""
"1382","20","Ralph Keller","1936-02-06","2018-03-08","82","1963","1963","D","3","1","0","1","0","6","","","","","",""
"1383","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1384","21","Larry Kwong","1923-06-17","2018-03-15","94","1948","1948","RW","1","0","0","0","","0","","","","","",""
"1385","22","Max Labovitch","1924-01-18","2018-01-14","93","1944","1944","RW","5","0","0","0","","4","","","","","",""
"1386","23","Larry Leach","1936-06-18","2018-05-08","81","1959","1962","C","126","13","29","42","-12","91","","","","","",""
"1387","24","John McKenzie","1937-12-12","2018-06-09","80","1959","1972","RW","692","206","268","474","26","923","","","","","",""
"1388","25","Stan Mikita","1940-05-20","2018-08-07","78","1959","1980","C/RW","1396","541","926","1467","329","1264","","","","","",""
"1389","26","Tom Miller","1947-03-31","2017-09-25","70","1971","1975","C","118","16","25","41","-51","34","","","","","",""
"1390","27","Jeff Parker","1964-09-07","2017-09-11","53","1987","1991","RW","141","16","19","35","-9","163","","","","","",""
"1391","28","Noel Picard","1938-12-25","2017-09-06","78","1965","1973","D","336","12","63","75","5","614","","","","","",""
"1392","29","Pierre Pilote","1931-12-11","2017-09-09","85","1956","1969","D","890","80","418","498","187","1257","","","","","",""
"1393","30","Ray Podloski","1966-01-05","2018-05-29","52","1989","1989","C","8","0","1","1","-1","17","","","","","",""
"1394","31","Greg Polis","1950-08-08","2018-03-17","67","1971","1980","LW","615","174","169","343","-82","391","","","","","",""
"1395","32","Alan Rittinger","1925-01-28","2017-12-10","92","1944","1944","W","19","3","7","10","","0","","","","","",""
"1396","33","John Schella","1947-05-09","2018-08-03","71","1971","1972","D","115","2","18","20","-36","224","","","","","",""
"1397","34","Greg Smyth","1966-04-23","2018-02-16","51","1987","1997","D","229","4","16","20","-24","783","","","","","",""
"1398","35","Bob Sullivan","1957-11-29","2018-05-24","60","1983","1983","LW","62","18","19","37","-16","18","","","","","",""
"1399","36","Kurt Walker","1954-06-10","2018-08-17","64","1976","1978","D","71","4","5","9","-2","152","","","","","",""
"1400","37","Chick Webster","1920-11-03","2018-01-18","97","1950","1950","C","14","0","0","0","","4","","","","","",""
"1401","38","Jim Wiste","1946-02-18","2018-01-02","71","1969","1971","C","52","1","10","11","-6","8","","","","","",""
"1402","39","Zarley Zalapski","1968-04-22","2017-12-10","49","1988","2000","D","637","99","285","384","-28","684","","","","","",""
"1403","1","Bob Beckett","1936-04-08","2019-04-09","83","1957","1964","C","68","7","6","13","-20","18","","","","","",""
"1404","2","AndrÃ© Boudrias","1943-09-19","2019-02-05","75","1964","1976","LW","662","151","340","491","-58","216","","","","","",""
"1405","3","Arnie Brown","1942-01-28","2019-07-26","77","1962","1974","D","681","44","141","185","-115","740","","","","","",""
"1406","4","Kelly Burnett","1926-06-16","2018-12-24","92","1953","1953","C","3","1","0","1","","0","","","","","",""
"1407","5","Mike Christie","1949-12-20","2019-07-11","69","1975","1981","D","412","15","101","116","-97","550","","","","","",""
"1408","6","Denis DupÃ©rÃ©","1948-06-21","2019-04-14","70","1971","1978","LW","421","80","99","179","-31","66","","","","","",""
"1409","7","Len Fontaine","1948-02-25","2019-03-25","71","1973","1974","RW","46","8","11","19","-4","10","","","","","",""
"1410","8","Andy Hebenton","1929-10-03","2019-01-30","89","1956","1964","RW","630","189","202","391","-90","88","","","","","",""
"1411","9","Chuck Holmes","1934-09-21","2019-03-19","84","1959","1962","RW","23","1","3","4","0","10","","","","","",""
"1412","10","Harry Howell","1932-12-28","2019-03-10","86","1953","1973","D","1411","94","324","418","-152","1298","","","","","",""
"1413","11","Ivan Irwin","1927-03-13","2019-02-11","91","1953","1958","D","155","2","27","29","","214","","","","","",""
"1414","12","Greg Johnson","1971-03-16","2019-07-08","48","1994","2006","C","785","145","224","369","-72","345","","","","","",""
"1415","13","Red Kelly","1927-07-09","2019-05-02","91","1948","1967","D/C","1316","281","542","823","50","327","","","","","",""
"1416","14","Brian Kinsella","1954-02-11","2018-10-14","64","1976","1977","C","10","0","1","1","-4","0","","","","","",""
"1417","15","Bill Lecaine","1940-03-11","2019-04-16","79","1969","1969","LW","4","0","0","0","0","0","","","","","",""
"1418","16","Danny Lewicki","1931-03-12","2018-09-25","87","1951","1959","LW","461","105","135","240","","177","","","","","",""
"1419","17","Ted Lindsay","1925-07-29","2019-03-04","93","1945","1965","LW","1068","379","472","851","9","1808","","","","","",""
"1420","18","Dan Maloney","1950-09-24","2018-11-20","68","1971","1982","LW","737","192","259","451","47","1489","","","","","",""
"1421","19","Bill McDonagh","1928-04-30","2019-08-17","91","1950","1950","LW","4","0","0","0","","2","","","","","",""
"1422","20","Ab McDonald","1936-02-18","2018-09-05","82","1959","1972","LW","762","182","248","430","66","198","","","","","",""
"1423","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"1424","21","Jim McLeod","1937-04-07","2019-05-17","82","1972","1972","G","16","0","1","1","0","0","16","6","6","4",".890","3.01"
"1425","22","Paul Meger","1929-02-17","2019-08-27","90","1951","1955","LW","212","39","52","91","","116","","","","","",""
"1426","23","Dmitri Nabokov","1977-01-04","2019-04-14","42","1998","2000","C/LW","55","11","13","24","-5","28","","","","","",""
"1427","24","Jim Pettie","1953-10-24","2019-08-31","65","1977","1979","G","21","0","0","0","0","23","21","9","7","2",".855","3.68"
"1428","25","Gerry Plamondon","1924-01-05","2019-01-26","95","1946","1951","LW","74","7","13","20","","10","","","","","",""
"1429","26","Al Staley","1928-09-21","2019-04-09","90","1949","1949","C","1","0","1","1","","0","","","","","",""
"1430","27","Red Sullivan","1929-12-24","2019-01-19","89","1950","1961","C","557","107","239","346","-28","437","","","","","",""
"1431","28","Greg Terrion","1960-05-02","2018-09-28","58","1981","1988","LW","561","93","150","243","-54","339","","","","","",""
"1432","29","Mitch Wilson","1962-02-15","2019-05-18","57","1985","1987","C","26","2","3","5","-2","104","","","","","",""
"1433","1","Ron Areshenkoff","1957-06-13","2019-12-15","62","1980","1980","C","4","0","0","0","-4","0","","","","","",""
"1434","2","Pete Babando","1925-05-10","2020-02-19","94","1948","1953","LW","351","86","73","159","","194","","","","","",""
"1435","3","Bill Burega","1932-03-13","2020-08-23","88","1956","1956","D","4","0","1","1","","4","","","","","",""
"1436","4","Colby Cave","1994-12-26","2020-04-11","25","2018","2020","C","67","4","5","9","-8","22","","","","","",""
"1437","5","Jim Conacher","1921-05-05","2020-04-21","98","1946","1953","C","328","85","117","202","","87","","","","","",""
